id,algoritmo,categoria,codigo_limpo,num_linhas,num_caracteres,num_for,num_while,num_lacos_total,num_if,num_elif_else,num_return,num_break,num_continue,num_atribuicoes,num_atribuicoes_aumentadas,num_subscript,num_chamadas_funcao,num_chamadas_recursivas,num_op_aritmeticos,num_op_relacionais,num_op_logicos,num_literais_numericos,num_literais_string,num_comparacoes_none,profundidade_maxima,uso_antes_definicao,razao_atribuicoes_por_linha,razao_subscript_por_linha
busca_binaria_excesso_v1,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    meio_extra = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",12,296,0,1,1,2,2,2,0,0,6,0,2,1,0,7,3,0,7,0,0,3,6,0.5,0.167
busca_binaria_excesso_v2,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        if lista[meio] == alvo:
            return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",12,289,0,1,1,3,2,2,0,0,5,0,3,1,0,5,4,0,6,0,0,3,8,0.417,0.25
busca_binaria_excesso_v3,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
    esquerda = esquerda
    direita = direita
return -1",13,299,0,1,1,2,2,2,0,0,7,0,2,1,0,5,3,0,6,0,0,3,6,0.538,0.154
busca_binaria_excesso_v4,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if False:
        return -999
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",13,287,0,1,1,3,2,3,0,0,5,0,2,1,0,5,3,0,7,0,0,3,6,0.385,0.154
busca_binaria_excesso_v5,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        for _ in range(0):
            pass
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",13,297,1,1,2,2,2,2,0,0,5,0,2,2,0,5,3,0,7,0,0,3,7,0.385,0.154
busca_binaria_excesso_v6,busca_binaria,excesso,"esquerda = 0
direita = len(lista) - 1
while esquerda <= direita:
    amplitude = direita - esquerda
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",12,288,0,1,1,2,2,2,0,0,6,0,2,1,0,6,3,0,6,0,0,3,6,0.5,0.167
busca_binaria_inicializacao_v1,busca_binaria,inicializacao,"while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",9,215,0,1,1,2,2,2,0,0,3,0,2,0,0,4,3,0,4,0,0,3,8,0.333,0.222
busca_binaria_inicializacao_v2,busca_binaria,inicializacao,"esquerda = None
direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",11,256,0,1,1,2,2,2,0,0,5,0,2,1,0,5,3,0,5,0,0,3,6,0.455,0.182
busca_binaria_inicializacao_v3,busca_binaria,inicializacao,"esquerda = 0
direita = str(len(lista) - 1)
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",11,258,0,1,1,2,2,2,0,0,5,0,2,2,0,5,3,0,6,0,0,3,7,0.455,0.182
busca_binaria_inicializacao_v4,busca_binaria,inicializacao,"esquerda = 0
while esquerda <= direita:
    direita = len(lista) - 1
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",11,257,0,1,1,2,2,2,0,0,5,0,2,1,0,5,3,0,6,0,0,3,7,0.455,0.182
busca_binaria_inicializacao_v5,busca_binaria,inicializacao,"esquerda = 0
ultimo = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",11,252,0,1,1,2,2,2,0,0,5,0,2,1,0,5,3,0,6,0,0,3,8,0.455,0.182
busca_binaria_inicializacao_v6,busca_binaria,inicializacao,"direita = len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
esquerda = 0
return -1",11,253,0,1,1,2,2,2,0,0,5,0,2,1,0,5,3,0,6,0,0,3,8,0.455,0.182
busca_linear_comissao_v1,busca_linear,comissao,"for i in range(len(lista)):
    if lista[i] == alvo:
        return True
return False",4,85,1,0,1,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,2,5,0.0,0.25
busca_linear_comissao_v2,busca_linear,comissao,"contador = 0
for i in range(len(lista)):
    if lista[i] == alvo:
        contador += 1
return contador",5,103,1,0,1,1,0,1,0,0,1,1,1,2,0,0,1,0,2,0,0,2,5,0.4,0.2
busca_linear_comissao_v3,busca_linear,comissao,"for i in range(len(lista) - 1, -1, -1):
    if lista[i] == alvo:
        return i
return -1",4,91,1,0,1,1,0,2,0,0,0,0,1,2,0,1,1,0,4,0,0,2,5,0.0,0.25
busca_linear_comissao_v4,busca_linear,comissao,"melhor_indice = 0
menor_diferenca = abs(lista[0] - alvo) if lista else 0
for i in range(len(lista)):
    diferenca = abs(lista[i] - alvo)
    if diferenca < menor_diferenca:
        menor_diferenca = diferenca
        melhor_indice = i
return melhor_indice",8,256,1,0,1,1,0,1,0,0,5,0,2,4,0,2,1,0,3,0,0,2,10,0.625,0.25
busca_linear_comissao_v5,busca_linear,comissao,"for i in range(len(lista) - 1):
    if lista[i] == lista[i + 1]:
        return i
return -1",4,91,1,0,1,1,0,2,0,0,0,0,2,2,0,2,1,0,3,0,0,2,5,0.0,0.5
busca_linear_comissao_v6,busca_linear,comissao,"esquerda, direita = 0, len(lista) - 1
while esquerda <= direita:
    meio = (esquerda + direita) // 2
    if lista[meio] == alvo:
        return meio
    elif lista[meio] < alvo:
        esquerda = meio + 1
    else:
        direita = meio - 1
return -1",10,253,0,1,1,2,2,2,0,0,4,0,2,1,0,5,3,0,6,0,0,3,6,0.4,0.2
busca_linear_computacao_v1,busca_linear,computacao,"for i in range(len(lista)):
    if lista[i] != alvo:
        continue
    return i
return -1",5,92,1,0,1,1,0,2,0,1,0,0,1,2,0,0,1,0,1,0,0,2,5,0.0,0.2
busca_linear_computacao_v2,busca_linear,computacao,"for i in range(len(lista)):
    if i == alvo:
        return i
return -1",4,72,1,0,1,1,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,2,4,0.0,0.0
busca_linear_computacao_v3,busca_linear,computacao,"for i in range(len(lista)):
    if lista[i] == alvo:
        return lista[i]
return -1",4,86,1,0,1,1,0,2,0,0,0,0,2,2,0,0,1,0,1,0,0,2,6,0.0,0.5
busca_linear_computacao_v4,busca_linear,computacao,"for i in range(len(lista)):
    if alvo in lista:
        return i
return -1",4,76,1,0,1,1,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,2,5,0.0,0.0
busca_linear_computacao_v5,busca_linear,computacao,"for i in range(len(lista)):
    if lista[i] > alvo:
        return i
return -1",4,78,1,0,1,1,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,2,5,0.0,0.25
busca_linear_computacao_v6,busca_linear,computacao,"for i in range(len(lista)):
    if lista[i] == alvo:
        return i - 1
return -1",4,83,1,0,1,1,0,2,0,0,0,0,1,2,0,1,1,0,2,0,0,2,5,0.0,0.25
busca_linear_controle_v1,busca_linear,controle,"i = 0
while i >= len(lista):
    if lista[i] == alvo:
        return i
    i += 1
return -1",6,91,0,1,1,1,0,2,0,0,1,1,1,1,0,0,2,0,3,0,0,2,4,0.333,0.167
busca_linear_controle_v2,busca_linear,controle,"i = 0
while i < len(lista):
    if lista[i] == alvo:
        return i
return -1",5,79,0,1,1,1,0,2,0,0,1,0,1,1,0,0,2,0,2,0,0,2,4,0.2,0.2
busca_linear_controle_v3,busca_linear,controle,"for i in range(len(lista)):
    if lista[i] != alvo:
        return i
return -1",4,79,1,0,1,1,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,2,5,0.0,0.25
busca_linear_controle_v4,busca_linear,controle,"for i in range(len(lista)):
    if i > 0:
        break
    if lista[i] == alvo:
        return i
return -1",6,107,1,0,1,2,0,2,1,0,0,0,1,2,0,0,2,0,2,0,0,2,5,0.0,0.167
busca_linear_controle_v5,busca_linear,controle,"for i in range(len(lista)):
    if lista[i] == alvo:
        continue
return -1",4,79,1,0,1,1,0,1,0,1,0,0,1,2,0,0,1,0,1,0,0,2,5,0.0,0.25
busca_linear_controle_v6,busca_linear,controle,"for i in range(len(lista)):
    if lista[i] == alvo and alvo != alvo:
        return i
return -1",4,96,1,0,1,1,0,2,0,0,0,0,1,2,0,0,2,1,1,0,0,2,7,0.0,0.25
busca_linear_dados_v1,busca_linear,dados,"for i in range(len(lista) + 1):
    if lista[i] == alvo:
        return i
return -1",4,83,1,0,1,1,0,2,0,0,0,0,1,2,0,1,1,0,2,0,0,2,5,0.0,0.25
busca_linear_dados_v2,busca_linear,dados,"for i in range(len(lista)):
    if lista[i + 1] == alvo:
        return i
return -1",4,83,1,0,1,1,0,2,0,0,0,0,1,2,0,1,1,0,2,0,0,2,5,0.0,0.25
busca_linear_dados_v3,busca_linear,dados,"for i in range(len(lista) if lista is not None else 0):
    if lista[i] == alvo:
        return i
return -1 if lista is not None else None",4,138,1,0,1,1,0,2,0,0,0,0,1,2,0,0,3,0,2,0,2,2,7,0.0,0.25
busca_linear_dados_v4,busca_linear,dados,"for i in range(len(lista)):
    if str(lista[i]) == alvo:
        return i
return -1",4,84,1,0,1,1,0,2,0,0,0,0,1,3,0,0,1,0,1,0,0,2,6,0.0,0.25
busca_linear_dados_v5,busca_linear,dados,"primeiro = lista[0]
for i in range(len(lista)):
    if lista[i] == alvo:
        return i
return -1",5,99,1,0,1,1,0,2,0,0,1,0,2,2,0,0,1,0,2,0,0,2,6,0.2,0.4
busca_linear_dados_v6,busca_linear,dados,"if lista[-1] == alvo:
    return len(lista) - 1
for i in range(len(lista)):
    if lista[i] == alvo:
        return i
return -1",6,127,1,0,1,2,0,3,0,0,0,0,2,3,0,1,2,0,3,0,0,2,9,0.0,0.333
busca_linear_desempenho_v1,busca_linear,desempenho,"for i in range(len(lista)):
    for _ in range(len(lista)):
        if lista[i] == alvo:
            return i
return -1",5,119,2,0,2,1,0,2,0,0,0,0,1,4,0,0,1,0,1,0,0,3,8,0.0,0.2
busca_linear_desempenho_v2,busca_linear,desempenho,"posicao = -1
for i in range(len(lista)):
    if lista[i] == alvo:
        posicao = i
return posicao",5,100,1,0,1,1,0,1,0,0,2,0,1,2,0,0,1,0,1,0,0,2,5,0.4,0.2
busca_linear_desempenho_v3,busca_linear,desempenho,"for i in range(len(lista)):
    if alvo in lista and lista[i] == alvo:
        return i
return -1",4,97,1,0,1,1,0,2,0,0,0,0,1,2,0,0,2,1,1,0,0,2,7,0.0,0.25
busca_linear_desempenho_v4,busca_linear,desempenho,"for i in range(len(lista)):
    lista_temp = list(lista)
    if lista_temp[i] == alvo:
        return i
return -1",5,113,1,0,1,1,0,2,0,0,1,0,1,3,0,0,1,0,1,0,0,2,6,0.2,0.2
busca_linear_desempenho_v5,busca_linear,desempenho,"for i in range(len(lista)):
    sorted(lista)
    if lista[i] == alvo:
        return i
return -1",5,97,1,0,1,1,0,2,0,0,0,0,1,3,0,0,1,0,1,0,0,2,7,0.0,0.2
busca_linear_desempenho_v6,busca_linear,desempenho,"def busca_rec(indice):
    if indice >= len(lista):
        return -1
    if lista[indice] == alvo:
        return indice
    return busca_rec(indice + 1)
return busca_rec(0)",7,174,0,0,0,2,0,4,0,0,0,0,1,3,2,1,2,0,3,0,0,1,1,0.0,0.143
busca_linear_excesso_v1,busca_linear,excesso,"for i in range(len(lista)):
    if lista[i] == alvo:
        if lista[i] == alvo:
            return i
return -1",5,112,1,0,1,2,0,2,0,0,0,0,2,2,0,0,2,0,1,0,0,3,7,0.0,0.4
busca_linear_excesso_v2,busca_linear,excesso,"for i in range(len(lista)):
    diferenca = abs(i - 0)
    if lista[i] == alvo:
        return i
return -1",5,106,1,0,1,1,0,2,0,0,1,0,1,3,0,1,1,0,2,0,0,2,6,0.2,0.2
busca_linear_excesso_v3,busca_linear,excesso,"for i in range(len(lista)):
    i = i
    if lista[i] == alvo:
        return i
return -1",5,89,1,0,1,1,0,2,0,0,1,0,1,2,0,0,1,0,1,0,0,2,5,0.2,0.2
busca_linear_excesso_v4,busca_linear,excesso,"for i in range(len(lista)):
    if lista[i] == alvo:
        return i
    if False:
        return -999
return -1",6,113,1,0,1,2,0,3,0,0,0,0,1,2,0,0,1,0,2,0,0,2,5,0.0,0.167
busca_linear_excesso_v5,busca_linear,excesso,"for i in range(len(lista)):
    alvo_dup = alvo + 0 if isinstance(alvo, (int, float)) else alvo
    if lista[i] == alvo:
        return i
return -1",5,147,1,0,1,1,0,2,0,0,1,0,1,3,0,1,1,0,2,0,0,2,11,0.2,0.2
busca_linear_excesso_v6,busca_linear,excesso,"for i in range(len(lista)):
    if lista[i] == alvo:
        return i
        print(""nunca executado"")
return -1",5,112,1,0,1,1,0,2,0,0,0,0,1,3,0,0,1,0,1,1,0,2,6,0.0,0.2
busca_linear_inicializacao_v1,busca_linear,inicializacao,"while i < len(lista):
    if lista[i] == alvo:
        return i
    i += 1
return -1",5,84,0,1,1,1,0,2,0,0,0,1,1,1,0,0,2,0,2,0,0,2,8,0.2,0.2
busca_linear_inicializacao_v2,busca_linear,inicializacao,"i = None
while i < len(lista):
    if lista[i] == alvo:
        return i
    i += 1
return -1",6,93,0,1,1,1,0,2,0,0,1,1,1,1,0,0,2,0,2,0,0,2,4,0.333,0.167
busca_linear_inicializacao_v3,busca_linear,inicializacao,"comparacoes = ''
for i in range(len(lista)):
    comparacoes += 1
    if lista[i] == alvo:
        return i
return -1",6,117,1,0,1,1,0,2,0,0,1,1,1,2,0,0,1,0,2,1,0,2,5,0.333,0.167
busca_linear_inicializacao_v4,busca_linear,inicializacao,"for i in range(len(lista)):
    posicao_encontrada = None
    if lista[i] == alvo:
        posicao_encontrada = i
return posicao_encontrada if posicao_encontrada is not None else -1",5,181,1,0,1,1,0,1,0,0,2,0,1,2,0,0,2,0,1,0,1,2,5,0.4,0.2
busca_linear_inicializacao_v5,busca_linear,inicializacao,"indice = 0
while i < len(lista):
    if lista[i] == alvo:
        return i
    i += 1
return -1",6,95,0,1,1,1,0,2,0,0,1,1,1,1,0,0,2,0,3,0,0,2,8,0.333,0.167
busca_linear_inicializacao_v6,busca_linear,inicializacao,"while i < len(lista):
    if lista[i] == alvo:
        return i
    i += 1
i = 0
return -1",6,90,0,1,1,1,0,2,0,0,1,1,1,1,0,0,2,0,3,0,0,2,8,0.333,0.167
calcular_media_comissao_v1,calcular_media,comissao,"soma = 0
for num in numeros:
    soma += num
return soma",4,56,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0.5,0.0
calcular_media_comissao_v2,calcular_media,comissao,"soma = 0
for num in numeros:
    soma += num
return max(numeros) if numeros else 0",4,82,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,4,0.5,0.0
calcular_media_comissao_v3,calcular_media,comissao,"ordenado = sorted(numeros)
meio = len(ordenado) // 2
return ordenado[meio] if ordenado else 0",3,93,0,0,0,0,0,1,0,0,2,0,1,2,0,1,0,0,2,0,0,0,3,0.667,0.333
calcular_media_comissao_v4,calcular_media,comissao,"soma = 0
positivos = 0
for num in numeros:
    soma += num
    if num > 0:
        positivos += 1
return soma / positivos if positivos else 0",7,141,1,0,1,1,0,1,0,0,2,2,0,0,0,1,1,0,5,0,0,2,1,0.571,0.0
calcular_media_comissao_v5,calcular_media,comissao,"produto = 1
for num in numeros:
    produto *= num
return produto ** (1 / len(numeros)) if numeros else 0",4,105,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,3,0,0,1,4,0.5,0.0
calcular_media_comissao_v6,calcular_media,comissao,"contador = 0
for num in numeros:
    contador += 1
return contador / len(numeros) if numeros else 0",4,99,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,4,0.5,0.0
calcular_media_computacao_v1,calcular_media,computacao,"soma = 0
for num in numeros:
    soma -= num
return soma / len(numeros) if numeros else 0",4,89,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,4,0.5,0.0
calcular_media_computacao_v2,calcular_media,computacao,"soma = 0
for num in numeros:
    soma += num
return soma // len(numeros) if numeros else 0",4,90,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,4,0.5,0.0
calcular_media_computacao_v3,calcular_media,computacao,"soma = 0
for num in numeros:
    soma += num * 2
return soma / len(numeros) if numeros else 0",4,93,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,3,0,0,1,4,0.5,0.0
calcular_media_computacao_v4,calcular_media,computacao,"soma = 0
for num in numeros:
    soma += num
return soma / (len(numeros) + 1) if numeros else 0",4,95,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,3,0,0,1,4,0.5,0.0
calcular_media_computacao_v5,calcular_media,computacao,"soma = 0
for num in numeros:
    soma = num
return soma / len(numeros) if numeros else 0",4,88,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,4,0.5,0.0
calcular_media_computacao_v6,calcular_media,computacao,"soma = 0
for num in numeros:
    soma += num ** 2
return soma / len(numeros) if numeros else 0",4,94,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,3,0,0,1,4,0.5,0.0
calcular_media_controle_v1,calcular_media,controle,"soma = 0
i = 0
while i < len(numeros):
    soma += numeros[i]
return soma / len(numeros) if numeros else 0",5,106,0,1,1,0,0,1,0,0,2,1,1,2,0,1,1,0,3,0,0,1,6,0.6,0.2
calcular_media_controle_v2,calcular_media,controle,"soma = 0
i = 0
while i > len(numeros):
    soma += numeros[i]
    i += 1
return soma / len(numeros) if numeros else 0",6,117,0,1,1,0,0,1,0,0,2,2,1,2,0,1,1,0,4,0,0,1,6,0.667,0.167
calcular_media_controle_v3,calcular_media,controle,"soma = 0
for num in numeros:
    if num > 0 or num < 0:
        soma += num
    else:
        soma += 0
return soma / len(numeros) if numeros else 0",7,148,1,0,1,1,1,1,0,0,1,2,0,1,0,1,2,1,5,0,0,2,4,0.429,0.0
calcular_media_controle_v4,calcular_media,controle,"soma = 0
for num in numeros:
    if num != num:
        soma += num
return soma / len(numeros) if numeros else 0",5,112,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,0,2,4,0.4,0.0
calcular_media_controle_v5,calcular_media,controle,"soma = 0
for num in numeros:
    if num >= 0:
        continue
    soma += num
return soma / len(numeros) if numeros else 0",6,123,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,3,0,0,2,4,0.333,0.0
calcular_media_controle_v6,calcular_media,controle,"soma = 0
for num in numeros:
    if num == num and num > -999999:
        pass
    soma += num
return soma / len(numeros) if numeros else 0",6,139,1,0,1,1,0,1,0,0,1,1,0,1,0,1,2,1,3,0,0,2,4,0.333,0.0
calcular_media_dados_v1,calcular_media,dados,"soma = 0
for num in numeros:
    soma += num
return soma / len(numeros)",4,71,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,3,0.5,0.0
calcular_media_dados_v2,calcular_media,dados,"soma = 0
for i in range(len(numeros) + 1):
    soma += numeros[i]
return soma / len(numeros) if numeros else 0",4,110,1,0,1,0,0,1,0,0,1,1,1,3,0,2,0,0,3,0,0,1,7,0.5,0.25
calcular_media_dados_v3,calcular_media,dados,"soma = 0
for num in numeros:
    soma += num
return soma / len(numeros) if numeros is not None else 0",4,101,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,2,0,1,1,4,0.5,0.0
calcular_media_dados_v4,calcular_media,dados,"soma = 0
for num in numeros:
    soma = soma + num
return soma / len(numeros) if numeros else 0",4,95,1,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,2,0,0,1,4,0.5,0.0
calcular_media_dados_v5,calcular_media,dados,"primeiro = numeros[0]
soma = 0
for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0",5,111,1,0,1,0,0,1,0,0,2,1,1,1,0,1,0,0,3,0,0,1,5,0.6,0.2
calcular_media_dados_v6,calcular_media,dados,"soma = 0
for num in numeros:
    soma += num
ultimo = numeros[-1]
return (soma + ultimo - ultimo) / len(numeros)",5,112,1,0,1,0,0,1,0,0,2,1,1,1,0,3,0,0,2,0,0,1,4,0.6,0.2
calcular_media_desempenho_v1,calcular_media,desempenho,"soma = 0
for num in numeros:
    soma = sum(numeros[:numeros.index(num) + 1])
return soma / len(numeros) if numeros else 0",4,122,1,0,1,0,0,1,0,0,2,0,1,3,0,2,0,0,3,0,0,1,7,0.5,0.25
calcular_media_desempenho_v2,calcular_media,desempenho,"soma = 0
for num in numeros:
    for _ in numeros:
        pass
    soma += num
return soma / len(numeros) if numeros else 0",6,124,2,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,2,5,0.333,0.0
calcular_media_desempenho_v3,calcular_media,desempenho,"soma = 0
for num in numeros:
    soma = sum(numeros)
return soma / len(numeros) if numeros else 0",4,97,1,0,1,0,0,1,0,0,2,0,0,2,0,1,0,0,2,0,0,1,6,0.5,0.0
calcular_media_desempenho_v4,calcular_media,desempenho,"soma = 0
for num in numeros:
    if num in numeros:
        soma += num
return soma / len(numeros) if numeros else 0",5,116,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,0,2,5,0.4,0.0
calcular_media_desempenho_v5,calcular_media,desempenho,"soma = 0
for num in numeros:
    copia = list(numeros)
    soma += num
return soma / len(numeros) if numeros else 0",5,115,1,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,2,0,0,1,6,0.6,0.0
calcular_media_desempenho_v6,calcular_media,desempenho,"soma = 0
for num in numeros:
    numeros_ordenados = sorted(numeros)
    soma += num
return soma / len(numeros) if numeros else 0",5,129,1,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,2,0,0,1,6,0.6,0.0
calcular_media_excesso_v1,calcular_media,excesso,"soma = 0
for num in numeros:
    soma += num
soma_extra = sum(numeros)
return soma / len(numeros) if numeros else 0",5,115,1,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,2,0,0,1,6,0.6,0.0
calcular_media_excesso_v2,calcular_media,excesso,"soma = 0
for num in numeros:
    soma += num
    soma += 0
return soma / len(numeros) if numeros else 0",5,103,1,0,1,0,0,1,0,0,1,2,0,1,0,1,0,0,3,0,0,1,4,0.6,0.0
calcular_media_excesso_v3,calcular_media,excesso,"soma = 0
for num in numeros:
    if numeros:
        if numeros:
            soma += num
return soma / len(numeros) if numeros else 0",6,133,1,0,1,2,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,3,6,0.333,0.0
calcular_media_excesso_v4,calcular_media,excesso,"soma = 0
for num in numeros:
    soma += num
    soma = soma
return soma / len(numeros) if numeros else 0",5,105,1,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,2,0,0,1,4,0.6,0.0
calcular_media_excesso_v5,calcular_media,excesso,"soma = 0
for num in numeros:
    soma += num
for num in numeros:
    pass
return soma / len(numeros) if numeros else 0",6,118,2,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,5,0.333,0.0
calcular_media_excesso_v6,calcular_media,excesso,"soma = 0
for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0
soma = -1",5,99,1,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,3,0,0,1,4,0.6,0.0
calcular_media_inicializacao_v1,calcular_media,inicializacao,"for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0",3,80,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,5,0.333,0.0
calcular_media_inicializacao_v2,calcular_media,inicializacao,"soma = None
for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0",4,92,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,4,0.5,0.0
calcular_media_inicializacao_v3,calcular_media,inicializacao,"soma = ''
for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0",4,90,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,4,0.5,0.0
calcular_media_inicializacao_v4,calcular_media,inicializacao,"for num in numeros:
    soma = 0
    soma += num
return soma / len(numeros) if numeros else 0",4,93,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,4,0.5,0.0
calcular_media_inicializacao_v5,calcular_media,inicializacao,"total = 0
for num in numeros:
    soma += num
return soma / len(numeros) if numeros else 0",4,90,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,5,0.5,0.0
calcular_media_inicializacao_v6,calcular_media,inicializacao,"for num in numeros:
    soma += num
soma = 0
return soma / len(numeros) if numeros else 0",4,89,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,5,0.5,0.0
contar_vogais_comissao_v1,contar_vogais,comissao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char.isalpha() and char not in vogais:
        contador += 1
return contador",6,133,1,0,1,1,0,1,0,0,2,1,0,1,0,0,1,1,2,1,0,2,1,0.5,0.0
contar_vogais_comissao_v2,contar_vogais,comissao,"vogais = 'aeiouAEIOU'
encontradas = []
for char in s:
    if char in vogais:
        encontradas.append(char)
return encontradas",6,128,1,0,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,2,1,0.333,0.0
contar_vogais_comissao_v3,contar_vogais,comissao,"contador = 0
for char in s:
    contador += 1
return contador",4,61,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0.5,0.0
contar_vogais_comissao_v4,contar_vogais,comissao,"vogais = 'aeiou'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
return contador",6,105,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_comissao_v5,contar_vogais,comissao,"vogais = 'aeiouAEIOU'
encontradas = set()
for char in s:
    if char in vogais:
        encontradas.add(char.lower())
return len(encontradas)",6,141,1,0,1,1,0,1,0,0,2,0,0,4,0,0,1,0,0,1,0,2,3,0.333,0.0
contar_vogais_comissao_v6,contar_vogais,comissao,return len(s.split()),1,21,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0
contar_vogais_computacao_v1,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador -= 1
return contador",6,110,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
